order_id,categoria_produto,tipo_pagamento,valor_pagamento,preco_produto,nota_avaliacao,data_compra,estado_cliente,mes
c4d2f075fc3bf3a06d1e68e113c35cbd,bebes,Cartão de crédito,79.63,54.9,2.0,2018-08-01 14:58:41,BA,2018-08
2b72a32a2c3e93fa260ca7655073886f,eletrodomesticos_2,Cartão de crédito,1255.43,1148.0,5.0,2018-04-18 15:40:36,SC,2018-04
a7076e7aba13de8b66d95a55811290ed,cama_mesa_banho,Boleto,51.79,39.0,4.0,2018-05-14 11:04:55,SP,2018-05
6f5a2dbe5ccce73a9d053a542baabd1c,informatica_acessorios,Cartão de crédito,307.64,139.5,1.0,2018-06-26 10:58:48,PR,2018-06
6f5a2dbe5ccce73a9d053a542baabd1c,informatica_acessorios,Cartão de crédito,307.64,139.5,1.0,2018-06-26 10:58:48,PR,2018-06
0438fc3e115633e11a93c878a1591016,telefonia,Cartão de crédito,264.22,249.0,5.0,2018-08-11 20:58:44,BA,2018-08
b52d29abb97a3978df1d8922bfe36fbe,beleza_saude,Cartão de crédito,283.54,110.32,5.0,2018-05-09 17:11:41,GO,2018-05
b52d29abb97a3978df1d8922bfe36fbe,beleza_saude,Cartão de crédito,283.54,138.9,5.0,2018-05-09 17:11:41,GO,2018-05
0341b60065c49221a27293793f11b117,relogios_presentes,Cartão de crédito,125.33,102.9,5.0,2018-04-22 14:26:17,BA,2018-04
25ebb07a1069a75d3cb9baf0a94f22d0,relogios_presentes,Cartão de crédito,201.42,182.0,5.0,2018-07-22 06:24:50,MG,2018-07
15fb9c745e91eff5482a9af2a5fad0e6,esporte_lazer,Cartão de crédito,137.38,99.99,5.0,2018-05-24 12:16:48,CE,2018-05
72ee4a26e767e55282ac10e63c7b1227,automotivo,Cartão de crédito,112.77,60.0,5.0,2018-06-23 19:24:21,MA,2018-06
d977821da81b766c90bcd3351f0dbf19,automotivo,Cartão de crédito,46.13,27.9,4.0,2018-05-04 21:40:39,MG,2018-05
5a00ef28abf9645038a7d37c1639d2c2,relogios_presentes,Cartão de crédito,200.23,180.0,4.0,2018-06-11 13:00:02,RJ,2018-06
bba5aa837be7e597e91c6ddedf604cd8,relogios_presentes,Cartão de crédito,134.71,119.0,5.0,2018-05-19 12:14:08,SP,2018-05
dc05a07c0cc70e26e10e274313034ad3,moveis_escritorio,Cartão de Debito,429.64,299.9,5.0,2018-08-01 16:37:54,PE,2018-08
dcb4a1d21593a108db61f12a4b3d61db,ferramentas_jardim,Cartão de crédito,224.84,89.0,2.0,2018-06-19 13:22:15,RJ,2018-06
dcb4a1d21593a108db61f12a4b3d61db,ferramentas_jardim,Cartão de crédito,224.84,89.0,2.0,2018-06-19 13:22:15,RJ,2018-06
32e4fa9bb468884309b58b9348de70c3,beleza_saude,Cartão de crédito,124.14,59.0,3.0,2018-07-04 16:49:21,SP,2018-07
32e4fa9bb468884309b58b9348de70c3,beleza_saude,Cupom,20.0,59.0,3.0,2018-07-04 16:49:21,SP,2018-07
32e4fa9bb468884309b58b9348de70c3,beleza_saude,Cartão de crédito,124.14,59.0,3.0,2018-07-04 16:49:21,SP,2018-07
32e4fa9bb468884309b58b9348de70c3,beleza_saude,Cupom,20.0,59.0,3.0,2018-07-04 16:49:21,SP,2018-07
9d48a2dfef2e0cb6155f816b9bf8489c,eletronicos,Cartão de crédito,20.04,12.65,5.0,2018-05-25 22:10:13,SP,2018-05
d4ab8a264235be36f72a07621046d082,relogios_presentes,Cartão de crédito,215.15,195.9,4.0,2018-06-01 15:34:15,RJ,2018-06
cf3d593f97ce4a58adbd6b488579fa36,bebes,Boleto,20.29,12.9,5.0,2018-06-24 08:21:25,SP,2018-06
8ca57f2b32c00588cab243b2115441f5,eletroportateis,Boleto,1480.73,1349.0,1.0,2018-08-06 18:45:01,SE,2018-08
eba75422c6a2414d3cd8289123e64200,papelaria,Boleto,140.67,99.0,4.0,2018-07-30 18:25:18,GO,2018-07
64a9f2b487f66506d463ca18152280e8,moveis_escritorio,Cartão de crédito,135.52,116.99,1.0,2018-02-24 08:45:01,SP,2018-02
e5e6a20a4c3fbe6ee280c01f8fe279cc,bebes,Cartão de crédito,71.27,49.0,5.0,2018-08-05 11:05:53,MG,2018-08
7753606fb1d0067848f8a1a7ae5abefa,beleza_saude,Cartão de crédito,137.74,59.99,4.0,2018-05-02 13:17:54,SP,2018-05
7753606fb1d0067848f8a1a7ae5abefa,beleza_saude,Cartão de crédito,137.74,59.99,4.0,2018-05-02 13:17:54,SP,2018-05
df8e5e994bcc820fcf403f9a875201e6,moveis_decoracao,Cartão de crédito,96.17,75.0,5.0,2018-08-01 13:30:12,SP,2018-08
4c460fdf49b517270b6258ba2d3c1ef9,cama_mesa_banho,Cartão de Debito,139.41,127.5,5.0,2018-06-14 18:37:58,SP,2018-06
49e19ca07e42bde08630a08e50ad980e,brinquedos,Cartão de crédito,133.25,109.9,5.0,2018-05-31 17:47:23,ES,2018-05
ed3b269b4badaf0126050c9d4f7b854c,esporte_lazer,Cartão de crédito,55.96,43.0,5.0,2018-07-12 22:14:06,SP,2018-07
4d315c56f2d8d8d27bf1a1365d41c923,moveis_escritorio,Cartão de crédito,47.81,112.94,4.0,2018-06-28 10:28:34,ES,2018-06
4d315c56f2d8d8d27bf1a1365d41c923,moveis_escritorio,Cupom,100.0,112.94,4.0,2018-06-28 10:28:34,ES,2018-06
b2ce866408709e3ba155f339e97b8405,cama_mesa_banho,Cartão de crédito,227.38,199.9,3.0,2018-05-04 00:12:31,RS,2018-05
a98012aa8c697f2bcff9f8c2183e0f2b,informatica_acessorios,Cartão de crédito,158.97,8.99,1.0,2018-05-13 22:50:32,MG,2018-05
a98012aa8c697f2bcff9f8c2183e0f2b,informatica_acessorios,Cartão de crédito,158.97,8.99,1.0,2018-05-13 22:50:32,MG,2018-05
a98012aa8c697f2bcff9f8c2183e0f2b,cool_stuff,Cartão de crédito,158.97,22.9,1.0,2018-05-13 22:50:32,MG,2018-05
a98012aa8c697f2bcff9f8c2183e0f2b,informatica_acessorios,Cartão de crédito,158.97,8.99,1.0,2018-05-13 22:50:32,MG,2018-05
a98012aa8c697f2bcff9f8c2183e0f2b,casa_construcao,Cartão de crédito,158.97,29.95,1.0,2018-05-13 22:50:32,MG,2018-05
f3381b1e6c37c70f2b3c9d211b166412,utilidades_domesticas,Boleto,108.77,89.18,4.0,2018-04-24 10:29:25,MG,2018-04
4cd9478b63edacb631dcf780b036b157,telefonia,Boleto,26.79,14.0,4.0,2018-06-23 19:29:12,MG,2018-06
c514dba8d0ed614c6a397d2f0f3fe202,construcao_ferramentas_seguranca,Cartão de crédito,122.42,109.0,5.0,2018-07-31 20:47:41,SP,2018-07
d0d828105d7a6106d4b6cfd55607c278,esporte_lazer,Cartão de crédito,163.52,72.5,5.0,2018-04-30 11:18:47,SP,2018-04
d0d828105d7a6106d4b6cfd55607c278,esporte_lazer,Cartão de crédito,163.52,72.5,5.0,2018-04-30 11:18:47,SP,2018-04
a2ea081c06c12c25c068089e4985745a,relogios_presentes,Cartão de crédito,110.0,110.0,4.0,2018-05-05 09:22:24,CE,2018-05
633dfa0c56ae5c0c7f2e90620ad55b2f,moveis_decoracao,Cartão de crédito,56.5,29.99,3.0,2018-06-22 13:43:19,RS,2018-06
54bc2449fbe0368b74470e4280fe494e,moveis_decoracao,Cartão de crédito,132.4,99.9,5.0,2018-04-24 13:35:49,BA,2018-04
234c056c50619f48da64f731c48242b4,market_place,Boleto,75.71,59.99,1.0,2018-08-14 14:49:15,SP,2018-08
48b7d84507eb52608a007fde9d641daa,construcao_ferramentas_seguranca,Cartão de crédito,49.09,40.8,4.0,2018-05-07 15:38:06,SP,2018-05
8ad3f1d0f96992e43566c4c82c9f6c58,automotivo,Cartão de crédito,93.59,67.99,5.0,2018-07-17 21:25:29,PR,2018-07
ca290a06ee0945b956f79c93b5191633,beleza_saude,Cartão de crédito,175.1,120.0,4.0,2018-04-09 22:02:30,TO,2018-04
443a73a22cd4e0078a47c275b358b786,automotivo,Cartão de crédito,88.26,25.9,5.0,2018-05-16 12:22:12,PR,2018-05
443a73a22cd4e0078a47c275b358b786,automotivo,Cartão de crédito,88.26,25.9,5.0,2018-05-16 12:22:12,PR,2018-05
1a4cc55b483d875e3b8bbd64a1b31bba,telefonia,Cartão de crédito,67.05,49.99,5.0,2018-04-12 14:05:08,BA,2018-04
27a78fdbe7b915a0596af3a5803a41cb,cama_mesa_banho,Cartão de crédito,246.42,110.0,5.0,2018-05-14 16:18:26,SP,2018-05
27a78fdbe7b915a0596af3a5803a41cb,cama_mesa_banho,Cartão de crédito,246.42,110.0,5.0,2018-05-14 16:18:26,SP,2018-05
61e7365ad2e2ce5a3dbf650586623b7f,perfumaria,Cartão de crédito,98.11,81.35,5.0,2018-08-14 16:20:40,DF,2018-08
af500adf58ab55b8bdd27be8cf81aeba,informatica_acessorios,Boleto,95.34,79.9,5.0,2018-05-21 12:21:48,RJ,2018-05
492bed007520827cbed51959e4ce4385,casa_construcao,Cartão de crédito,94.31,75.9,1.0,2018-05-28 12:53:12,PR,2018-05
6be749c0e984143242faa174d084889f,telefonia,Cartão de crédito,223.54,199.0,5.0,2018-08-10 08:35:14,PE,2018-08
90855e99e15fa22aff68cdb4323b27c9,informatica_acessorios,Cartão de crédito,115.79,99.99,1.0,2018-07-18 21:37:46,RJ,2018-07
6051e6d3da9a50b7325cbe9c81025062,perfumaria,Cartão de crédito,258.5,249.49,5.0,2018-07-03 23:40:16,SP,2018-07
4f38a875c972c4803a792f62b999b4cd,cama_mesa_banho,Cartão de crédito,247.68,228.0,5.0,2018-05-28 10:31:05,SP,2018-05
d8917c684fbf577ca5d76423b29f29da,automotivo,Cartão de crédito,123.33,109.9,3.0,2018-06-30 19:46:13,SP,2018-06
7297f6bfea2a33ef176cff30f467aa41,eletronicos,Cartão de crédito,38.13,19.9,5.0,2018-04-16 13:44:10,RS,2018-04
95bf775f5db872acb7ac9cf5cdbbc292,ferramentas_jardim,Cartão de crédito,48.91,36.0,5.0,2018-07-16 11:56:49,SP,2018-07
a69bb719ee2c8b4a25bf1a1a5f3ae686,ferramentas_jardim,Cartão de crédito,109.35,99.9,5.0,2018-06-13 09:46:14,SP,2018-06
5f071a8534fb6805fa6ec902f04219e4,relogios_presentes,Cartão de crédito,92.64,77.0,2.0,2018-08-20 20:28:26,RJ,2018-08
d0a72f8bcc1f2045167eaa548647e77c,automotivo,Cartão de crédito,222.13,159.0,5.0,2018-07-03 10:03:33,PE,2018-07
675bc8cd15e6b9225582b9161288670f,relogios_presentes,Cartão de crédito,258.9,249.0,1.0,2018-08-25 23:32:01,SP,2018-08
61898b3ad4d51459e014bc6d4c2e7166,beleza_saude,Cartão de crédito,128.85,110.0,5.0,2018-06-10 15:44:20,SP,2018-06
f76b895a9902ad634abed7eec3211a10,relogios_presentes,Cartão de crédito,706.19,649.51,5.0,2018-05-10 11:04:45,RJ,2018-05
6f209510f34ce1a8c89d11273039981d,moveis_decoracao,Cartão de crédito,51.42,40.0,4.0,2018-05-12 09:58:38,RS,2018-05
8dbdb81783a3c754dc9441826510a36a,portateis_cozinha_e_preparadores_de_alimentos,Cartão de crédito,117.2,102.9,4.0,2018-08-10 14:54:25,SP,2018-08
cd81fccdeffb11e33de701e2c53c85c6,ferramentas_jardim,Cartão de crédito,83.61,53.9,5.0,2018-04-26 22:47:26,CE,2018-04
91d7491c6b0eada151a7e307697841bc,papelaria,Cartão de crédito,73.72,66.0,5.0,2018-08-17 07:59:51,SP,2018-08
d8a7be3bdd16ebaf4601bc8252f54a08,automotivo,Cartão de crédito,128.09,119.99,5.0,2018-08-14 01:13:48,SP,2018-08
a062c240bb299fa3f0ce55cf05ec8390,automotivo,Cartão de crédito,77.51,59.0,3.0,2018-07-13 19:00:27,PR,2018-07
9b2fa9acfe395734a133a58bcbfb9776,esporte_lazer,Cartão de crédito,318.37,89.9,5.0,2018-04-25 01:03:27,PR,2018-04
b436fd24a04e7267307e1d900faa8eb1,utilidades_domesticas,Cupom,62.75,39.9,5.0,2018-05-30 12:58:00,PA,2018-05
96c3a40e38272781dd5b3dfc4797e8f7,relogios_presentes,Cartão de crédito,265.84,246.0,5.0,2018-06-19 14:58:03,PR,2018-06
b2bee079651c0bf6a1a92b39c2dbe5cf,brinquedos,Cartão de crédito,318.3,299.0,5.0,2018-08-25 22:28:18,SP,2018-08
947ee6ab639791b5711558a7e55cf98e,cool_stuff,Cartão de crédito,2223.12,2139.99,5.0,2018-06-11 22:04:34,CE,2018-06
d85553b6a0d18ab73d361def4c79d08f,esporte_lazer,Cartão de crédito,158.51,134.99,5.0,2018-06-09 12:33:46,SC,2018-06
a611321b36103c43fd31f578c7c6e459,utilidades_domesticas,Cartão de Debito,133.15,114.0,5.0,2018-08-11 23:28:46,MG,2018-08
96baca12064c33aaee05b2a4be3f3f2c,pet_shop,Boleto,107.41,95.28,5.0,2018-08-13 14:16:15,SP,2018-08
741219cefb77a5c6acbbecafb6d0e6f5,informatica_acessorios,Cartão de crédito,86.48,67.9,5.0,2018-06-30 13:24:32,RS,2018-06
d8721b9f395286c3b43ff47a250ad40a,fashion_bolsas_e_acessorios,Cartão de crédito,143.41,59.0,2.0,2018-08-02 22:09:44,SP,2018-08
d8721b9f395286c3b43ff47a250ad40a,fashion_bolsas_e_acessorios,Cartão de crédito,143.41,69.0,2.0,2018-08-02 22:09:44,SP,2018-08
3a6be3906d26bffb0ee2c640eb2ac480,moveis_decoracao,Cupom,68.31,18.75,5.0,2018-04-23 17:41:34,SP,2018-04
3a6be3906d26bffb0ee2c640eb2ac480,moveis_decoracao,Cupom,68.31,16.75,5.0,2018-04-23 17:41:34,SP,2018-04
86674ccaee19790309333210917b2c7d,perfumaria,Cartão de crédito,135.82,116.9,5.0,2018-08-09 11:37:35,SP,2018-08
c6512da3ccb5263223de71b8888d4db1,brinquedos,Cartão de crédito,211.41,199.0,5.0,2018-07-04 11:38:50,SP,2018-07
4091d93f24146cb228adc17dad467e8f,moveis_decoracao,Cartão de crédito,124.57,70.0,5.0,2018-07-17 20:00:31,SP,2018-07
4b80b55b32a3549ec05578e46a0f4021,beleza_saude,Cartão de crédito,1291.39,1240.0,4.0,2018-08-12 15:54:57,SP,2018-08
1342ab50383d7471a3bfd75ca93d38d6,consoles_games,Cartão de crédito,67.17,49.89,5.0,2018-08-23 14:56:46,SP,2018-08
f7c061a1028ca02063801272ba6297f2,pet_shop,Cartão de crédito,76.09,53.0,1.0,2018-06-10 20:41:15,SP,2018-06
e849e2829de302019ae8bd9924055171,relogios_presentes,Boleto,606.46,579.9,5.0,2018-05-16 12:43:12,PB,2018-05
bf9ff7bda0e211e564cf059ef5649e4e,eletroportateis,Cartão de crédito,457.07,399.79,5.0,2018-06-12 15:56:30,RS,2018-06
c0fcc74d37e499bd4f73ddca4ffb9a64,papelaria,Cartão de crédito,93.64,79.0,5.0,2018-05-11 13:51:46,SP,2018-05
49afa8bc01b5b6aa01e875a0785cc7bf,informatica_acessorios,Cartão de crédito,41.53,22.49,5.0,2018-06-10 19:01:57,CE,2018-06
67d8f4eb477222d7b5b81daa8e007bdd,moveis_decoracao,Cartão de crédito,139.8,69.9,1.0,2018-05-10 11:15:21,SP,2018-05
67d8f4eb477222d7b5b81daa8e007bdd,moveis_decoracao,Cartão de crédito,139.8,69.9,1.0,2018-05-10 11:15:21,SP,2018-05
6082358a7c7ac731b66ba978a6bb4442,esporte_lazer,Cartão de crédito,166.16,129.9,5.0,2018-06-28 12:22:47,SC,2018-06
61f4d740ca1d5469d7aeb49f65719f3f,moveis_cozinha_area_de_servico_jantar_e_jardim,Cupom,68.32,56.9,5.0,2018-08-03 19:03:39,SP,2018-08
1d554a2374156f36bdb7e0e6dbcad2d0,brinquedos,Cartão de crédito,274.55,250.0,5.0,2018-07-19 17:24:35,SP,2018-07
062d3e3b803bd3e569cf8c165602f8f4,beleza_saude,Cartão de crédito,186.1,122.99,5.0,2018-06-25 17:26:38,SP,2018-06
e2b405a4cccf1e66eb8d2b73a4bba700,relogios_presentes,Cartão de crédito,141.74,124.9,1.0,2018-06-02 09:23:01,MG,2018-06
5d3459c901e4e1e7b9dd18e09e498131,cama_mesa_banho,Cartão de crédito,81.33,66.55,5.0,2018-08-22 00:51:48,SP,2018-08
18bb4acb90913593d37049c601660009,esporte_lazer,Cartão de crédito,197.27,159.99,5.0,2018-05-01 09:25:32,MT,2018-05
731397db58924330b01248c031dc6281,cama_mesa_banho,Cartão de crédito,321.51,299.0,5.0,2018-06-03 18:15:19,SP,2018-06
c382d84d35f4d874b1f1c372f4bde27c,bebidas,Boleto,161.37,145.9,5.0,2018-07-20 09:42:40,BA,2018-07
66305a754211cca47c3a2a59addf19ba,utilidades_domesticas,Boleto,537.16,499.9,5.0,2018-07-26 13:59:29,PR,2018-07
ba403fc6762185ac676fa515ce2b1afa,relogios_presentes,Cartão de crédito,74.08,55.0,1.0,2018-05-17 07:39:35,PE,2018-05
78ab727370e07aaf73b362897c8c6e3d,moveis_decoracao,Cartão de crédito,157.75,139.2,1.0,2018-05-16 14:15:12,GO,2018-05
c6094f6ab0c25eda761622ab09aa423d,perfumaria,Cartão de crédito,269.97,118.8,5.0,2018-07-25 10:16:15,RJ,2018-07
c6094f6ab0c25eda761622ab09aa423d,beleza_saude,Cartão de crédito,269.97,119.3,5.0,2018-07-25 10:16:15,RJ,2018-07
0dbcaa88e213607d3795e96eda505c73,pet_shop,Cartão de crédito,56.87,42.99,5.0,2018-07-01 18:07:57,SP,2018-07
ebb9d61c0744305e9172b4265468c17b,beleza_saude,Cartão de crédito,63.35,45.9,5.0,2018-08-02 18:09:34,SP,2018-08
913ed16681197337e68e936fc28b8370,relogios_presentes,Cartão de crédito,71.07,58.0,4.0,2018-08-03 00:00:21,SP,2018-08
2c9bc10b715272770d51948b929485f7,ferramentas_jardim,Cartão de crédito,87.05,59.9,5.0,2018-05-03 15:12:22,BA,2018-05
f18eb4af9b5b05f1b47b1cb4e4abe4ba,informatica_acessorios,Cartão de crédito,33.23,24.9,5.0,2018-06-28 00:27:12,SP,2018-06
2380ca3ffd1097862f0f1f9b8f7c566f,beleza_saude,Cartão de crédito,91.19,69.0,5.0,2018-05-12 13:38:34,SC,2018-05
2f8b697ad1c74526e18a07acd7d7169b,utilidades_domesticas,Cartão de crédito,198.56,79.0,5.0,2018-04-21 14:18:28,RJ,2018-04
2f8b697ad1c74526e18a07acd7d7169b,utilidades_domesticas,Cartão de crédito,198.56,79.0,5.0,2018-04-21 14:18:28,RJ,2018-04
84cf671bc3869df812c782309ef46a8d,eletronicos,Cartão de crédito,38.14,19.9,4.0,2018-07-18 10:44:11,PR,2018-07
c26545d07aedc265947816ff58acf2d2,beleza_saude,Cartão de crédito,150.69,112.99,5.0,2018-06-15 08:26:16,PE,2018-06
2feb60b66471f9985b3f06df1f360f34,bebes,Boleto,204.24,180.4,5.0,2018-06-05 20:29:13,ES,2018-06
7a9d100d2a88bd95c3f8acd4af29d3e8,bebes,Cartão de crédito,38.37,24.9,4.0,2018-06-01 22:35:25,MG,2018-06
1c7c35deaf3a1639e247ce03babdfded,telefonia,Cartão de crédito,37.83,24.99,5.0,2018-07-16 16:33:17,SP,2018-07
9236b5f6966275539861284a31b94efe,informatica_acessorios,Cartão de crédito,82.39,75.0,5.0,2018-05-19 22:43:35,SP,2018-05
6e9cd3f36a1e951e29d455913402c171,brinquedos,Cupom,386.65,369.0,1.0,2018-07-24 21:54:54,MG,2018-07
6ff68e4d7ba469f258223a389f864f25,relogios_presentes,Cartão de crédito,139.24,129.99,5.0,2018-06-18 23:30:33,RJ,2018-06
d64d6b004a4ffd419003fc0a128c1c50,cool_stuff,Cartão de crédito,234.17,209.9,5.0,2018-07-25 17:11:06,PR,2018-07
a65f65e30792ce1c3492008e544cd0da,beleza_saude,Cartão de crédito,77.03,39.99,5.0,2018-04-10 23:03:58,PE,2018-04
fa77901ba32818c037de356056fd2a6d,telefonia,Cartão de crédito,43.27,24.99,5.0,2018-08-10 13:14:02,MG,2018-08
4da937ffa1e058f52a9eeb89187d65b5,relogios_presentes,Cartão de crédito,47.3,29.0,3.0,2018-07-21 07:18:52,MG,2018-07
fa3c3fa4aaa5d4ca8cdfdd7daec909bb,brinquedos,Boleto,133.86,109.8,5.0,2018-05-01 22:57:35,SP,2018-05
26cf5f2fef907ebc54269ab08ba4fc3b,beleza_saude,Cartão de crédito,22.28,13.99,5.0,2018-06-16 11:12:18,SP,2018-06
13bad9a229ea7c04888ada5c6c971c28,telefonia,Cartão de crédito,33.56,18.98,1.0,2018-05-07 21:52:03,PR,2018-05
f913d229653fdd809c249ed98ab6b754,perfumaria,Cartão de crédito,137.45,119.9,5.0,2018-04-30 02:18:32,RS,2018-04
edcc6b79e8394346ba3ba21b00b4055e,pet_shop,Cartão de crédito,162.63,99.9,5.0,2018-04-29 16:03:47,RN,2018-04
fcc69f39fe215a8ad61a1d1b1868d88d,beleza_saude,Cartão de crédito,415.51,394.65,3.0,2018-06-11 20:19:30,PR,2018-06
ea974c4643d1f84570ee374ac0b44475,esporte_lazer,Cartão de crédito,247.52,107.9,5.0,2018-06-18 16:28:35,DF,2018-06
